N,P,K,temperature,humidity,ph,rainfall,label
35.975175789564425,138.43211298890665,196.6134407488079,20.578373344203236,89.79608261195254,6.540594283342762,107.76405979362494,apple
14.745480114848691,123.08771127248706,202.01386660870412,22.341744313479296,92.39684850921036,5.564722038948333,96.7731242469043,apple
5.614614824479785,125.46851189555488,196.67452600651833,21.544072689538613,89.94753754318674,5.589085344955972,108.18687292553311,apple
31.297707141905814,128.8201913900577,203.13858871298413,23.625531970801045,93.54777522445897,5.540278135874774,101.09291362085956,apple
19.716507947196458,120.8986794153948,199.4965384147588,24.11469091806227,90.82275638604516,6.553621572478004,112.82375633563802,apple
6.406984213070755,142.7169076679741,195.59274782585294,24.188040381698748,93.17020959412547,5.7601220495429155,105.02803837255287,apple
9.725289632812764,136.545436965333,205.51957576268276,22.876921523234472,90.59464947155882,6.486767730709071,101.35042697088123,apple
9.434310281138933,137.12945445473292,199.51963647640332,20.686443721262975,89.13477156993773,6.4942376530614565,100.53228196838998,apple
15.226388495387258,131.37383678468942,202.86843490655235,20.881941927852644,95.78415811459475,5.572193091145014,114.45078610621304,apple
19.019463024064446,135.83255643336952,195.4525078516388,22.89291387867363,91.12179737856535,5.451687393968464,100.11553468743189,apple
38.18886778493938,139.25932866371704,197.69823277907219,21.536097626792014,89.70636482949608,6.47653195448009,109.54831381000061,apple
37.39578233276425,147.20671206185543,194.55413491427538,21.08240970173974,94.71961612336048,6.5339222589620345,108.94804017764774,apple
38.32347480617326,122.41774594525138,196.00840585102202,24.007258023605402,95.99072771105175,5.55759662574456,114.69691378298295,apple
27.58056425407062,142.68726951606828,195.5675534638551,23.90925638662093,90.5266131179971,6.443786833111752,118.20565243621242,apple
16.685261519799177,124.79265408798113,196.36350760714032,21.58384855614585,95.76334024582724,5.885023322814682,122.09056444953075,apple
8.041102501457933,140.53248386466433,201.98524115138935,22.539168056509034,94.09019306391072,6.420689983609966,110.35614524112452,apple
35.62233927794109,136.29786569864746,199.6628632643784,23.322954240594346,92.63876445091299,6.456886741878084,126.40578959883025,apple
19.232557096286843,134.72079817470367,197.91034356586542,23.262597450507243,154.2289453400507,6.497669287363755,100.8634562727984,apple
22.479051438081278,133.7786041282685,196.05349604654398,23.250908964960654,91.23670027226359,5.57552975547771,99.3318781979128,apple
24.722200631667228,129.50316381623495,197.25693576539334,20.97881903480102,91.30246582481328,6.563663646425085,97.8419673422504,apple
34.20103248326246,147.6289540840518,200.59751850536117,21.493653028905367,92.44883965588802,6.445490616001772,118.89291453892375,apple
5.413443539820147,140.91527749218722,198.78003982455974,21.127700910903027,91.08660821757607,5.502140754357749,100.17989074696904,apple
26.016611840096434,120.2604381084202,196.67855830226316,21.58606059228147,93.93253457437497,5.475039984243117,108.1981911196667,apple
37.33153224694831,142.58793609411705,199.63775314571936,21.663817281168665,92.82312161655796,6.467107078876291,122.86484169349514,apple
-1.4729210695870845,123.91469423365186,203.31540722125635,21.727678268124205,94.3967995189195,5.607481527149837,109.54871596245953,apple
34.02798182864957,140.48708080617024,198.36768816778726,23.48309610860376,88.88065541361058,6.517628531110649,106.72293334755256,apple
2.4001383904820424,140.15241292016054,198.70929954305825,23.82879904969883,91.64534505295539,5.596267252797782,105.3629713576243,apple
12.272066256921883,142.3813522974395,198.78923232656783,21.714088169569752,95.28630699272104,6.571899955587144,112.60033824436573,apple
4.141074439129029,141.02118408033115,197.29526001169563,21.645964504470435,92.51367304225155,6.488757910653372,115.76777051732526,apple
31.055982007296567,126.31994865334667,201.9805885732775,21.86683558375259,93.17791821107824,5.500130848920304,100.51854305422437,apple
-0.570992674655209,126.00700380104857,196.3802918861429,22.665629720874264,92.9351580476109,6.48782925911205,115.16821151851924,apple
38.27374989785591,136.90992599638682,203.03972852173894,21.259990367975945,90.69588542100112,5.721991953657552,116.46239834470761,apple
3.8238722789871153,141.32512244300062,197.88338631130713,22.666624684849754,90.51525743107487,5.919882047098541,123.6076026992396,apple
1.6282491304478834,134.9585284218313,195.13289737069795,23.47210400890471,93.19638663451195,6.508678206854878,107.15246116562898,apple
21.86050468132286,142.4160673899793,205.8592771281851,24.03827992400991,92.35396399261926,6.523190749708947,111.00251350277179,apple
-0.47934503820286545,136.22074739379283,205.70122698540007,23.294951826324258,92.59766379977495,6.223884002194396,115.15333712186779,apple
4.4990241383052005,127.07356001301135,203.01262670633864,21.167390291117236,93.02587521842068,6.429741942466936,119.51445145302056,apple
3.5913197747874346,139.4085635400148,202.06739505832243,21.186644288022087,89.25462159413962,5.500190808785032,114.75314980921047,apple
17.750903146632993,123.16282512409587,203.47813191139156,23.125351633953446,96.24045465945855,5.585493833193516,115.64787875705521,apple
21.031734925476112,138.2593733921668,195.17311825079344,23.08161812047817,90.18902254311276,5.464905517831644,122.42465030523555,apple
5.920671842697095,146.35137026405565,193.76766145104864,22.665456672296376,91.15638888460437,6.386206954772111,106.71990156093703,apple
30.04773471537024,142.84031477168264,205.54957174231686,21.22173755078432,89.28373004644817,5.48585491649212,128.3718964376408,apple
37.2272461534403,145.066432096432,193.42650793179428,23.901763652795402,90.57658712050743,5.465189922397327,110.89145016146047,apple
11.033608525839737,131.77557463722698,200.81312536816253,21.08161062728199,92.76854470037406,6.476437055961888,122.33294680542771,apple
29.997442002757197,140.89713849621947,193.81815311129552,23.597546051347777,95.10997003781122,6.503796570362667,111.54598081903788,apple
20.102293779987633,141.62604513263264,200.66921751848574,24.22038688691551,97.05387511427912,6.500530702794883,112.81128328085221,apple
12.379751773403997,123.00533935910698,196.7407886422851,21.897958200015864,91.84289412111548,5.540064752113616,113.02454689294642,apple
19.047278802963522,122.57207448777235,207.87392459478195,21.11308701272558,91.64396633076045,6.430139804638656,106.77220988004336,apple
17.050214621368067,139.10836154705112,197.1690123397166,22.06223781434073,92.28505924434329,6.516530918499335,107.87547132977289,apple
14.592249632248794,124.3339905911893,199.82541640585674,21.67280726258722,95.48911299315266,6.591120475921986,116.05817041294492,apple
15.786262625219743,126.63078166595362,202.55272220269995,21.764959765495973,91.20814942925519,6.533565936180166,99.88438728296322,apple
32.600979003302164,222.76000802124548,200.68482487434767,23.612294491029143,89.5928192873589,5.4699840312116415,112.22966180964548,apple
6.538184680337653,140.75282558715926,200.10116793489473,24.298481334014248,94.84124023444828,5.614308739093358,107.80104629742259,apple
17.213186439229688,123.18061970150865,203.556439544461,21.204282578866728,91.39275464914941,15.065426860116663,124.49390705372956,apple
5.290813298899869,126.35562476468138,196.90601884786923,23.59002848009861,92.1694991585791,15.065426860116663,114.59990676351335,apple
27.435615864867238,127.43007215910794,201.21603165990862,21.61232357592679,93.10389466167443,5.562342869424476,101.78375442347239,apple
9.625760482141274,116.23029566529436,196.95364532618277,21.25889548554256,90.9476673120004,6.523251489129078,118.78215706441776,apple
30.40701600124257,126.99316322716598,196.36413037108625,21.09980691824003,91.1197374681254,5.426046204076267,118.21604928829277,apple
0.9189569396598027,130.7079380899101,202.89639716544028,21.589154740417854,90.21831690169357,5.96610843611838,122.62968763061488,apple
11.080764462987648,135.81964460114187,198.55269346397307,21.853763561513322,91.25652496272785,6.533050766148836,102.403064280834,apple
27.70663968486873,137.47017300273515,198.59676280009043,23.32485218777999,93.1157946990075,6.459179189427156,118.62720529690596,apple
7.509367261996134,117.8314066481125,206.58646497818748,21.610281649818578,92.38862106602252,6.5039100235273795,122.75315419545639,apple
9.810418856099044,120.38586557369834,200.18423072554396,21.258771418016593,92.1186544229093,6.263054235470051,115.15880602224222,apple
8.643376421553999,145.327745296364,200.68767002737397,23.74350921250357,95.69974716196391,5.625121780313929,114.75698956408029,apple
13.160630040137614,129.66536292934387,203.11995644295527,22.18005676321186,93.60259900082298,6.512349957943528,122.60892327767154,apple
18.376065049157475,125.50502198180388,206.91775549641528,21.776065184458137,95.88481700368663,5.474173092149295,110.95457382003289,apple
26.624260263939657,120.34654046063903,196.11075591372156,22.96170585757016,91.84802906096246,5.515104765941655,113.13453352431922,apple
28.548417897058478,135.45089425592477,202.93814433592132,22.39634393051051,90.618523835543,5.453480558826342,122.63341302730647,apple
30.940947126824874,127.34201130304677,197.73980404071492,20.698034408993806,95.53690918896922,6.322764559598297,127.26607210982131,apple
4.952844559998064,123.86134016249687,200.01041218924527,23.64310985533482,95.61231591847805,6.500153508705501,105.85351949108134,apple
220.05692317756257,143.00016573196322,319.8882710869616,21.248976403513222,90.97901424637891,6.469689436389491,120.98666045564704,apple
26.607107515448966,133.34837654084328,200.84817179374244,23.540638913762383,90.30014166992184,5.544699239043984,116.54148535550054,apple
26.83498825282041,137.72686697767173,197.09255929988507,23.35962299428747,91.52117806626005,6.48243167566103,111.40667365422354,apple
0.9727205375942334,133.8869628789773,197.86185970623626,23.769847141202472,90.47995815693479,6.392582665141087,121.22055404267945,apple
34.58209063980067,134.85584392549097,197.6908591148245,20.919638547457243,92.08867414156991,5.5155075194928,101.97023764907308,apple
11.658238856516414,137.6426881158209,200.8339915430686,21.56337934348268,91.76401270422345,6.503982398025643,110.21060760372023,apple
36.4024733039987,137.18179550500517,196.9304533562117,22.300441720222707,93.7156373292399,5.467219174555315,121.29478122993005,apple
19.484257806546896,136.39337948245682,204.735039243683,23.7736166770333,93.03797911296563,5.995837838996943,111.23711377946395,apple
14.422507726462213,142.75972459638183,194.1981771169244,21.883217177724756,93.3987510160331,6.438202150679703,123.47756546292649,apple
15.448545563634992,123.44812910516545,199.37762271002504,22.278658317320808,93.5609020405721,5.471117156861299,106.45147952036808,apple
26.40886225027854,142.12053215182482,195.49553817323917,22.9624214299782,89.79843038242646,5.762983805175424,103.14460074613292,apple
6.672845210168332,144.4532245564281,205.28010907145494,23.4193015079286,90.51971193164671,6.467975084664007,110.16125844452714,apple
-1.2207314405566074,125.60452346210334,203.22309866576208,21.538935688409087,92.64414231974186,5.512718806256489,115.095265824738,apple
16.716479859395864,129.28314257773027,208.67007656020894,21.838660114380378,92.96290884062401,6.543845540145596,113.28425093278004,apple
27.052244077416567,131.58919372870716,202.21262836682533,23.789388343101937,92.6808734068668,6.506443849159005,97.30327302596127,apple
41.47927675364865,133.74749561261004,201.93345912032947,23.802221661315915,92.68420372358557,6.414679628567655,96.18690861934321,apple
-0.24663262804326158,140.27318333826588,191.3840591710537,21.51674127106008,94.10971672075424,6.530624958517509,116.77028180451262,apple
25.52226253515348,118.26609434557417,202.34615976158548,22.278770218627102,91.87844995192684,5.509570719409669,114.56834263184668,apple
36.306093829643395,135.50488656271278,199.92691867199335,21.89504343533286,92.79587495007613,6.420912548452664,108.96831415540838,apple
32.573799263658444,142.61211688544765,201.3389186450373,23.34055348385004,88.73691259699334,6.503989996083099,102.92455814765543,apple
30.093431809727523,141.43761048006155,201.67564639601704,21.237346756007597,89.01767902481814,5.528944110626517,110.08923619952395,apple
5.275255818350562,132.2107069353407,195.06680913069104,24.08967742607062,89.46182880248665,5.491494081949836,124.62950787124574,apple
5.928795759588466,138.05958321434818,191.41338808723572,21.161935482206694,90.46471185736613,6.428966401945392,102.88659010754328,apple
18.859188304960604,142.76937998250088,198.063238135483,23.148266458036044,91.60604277302252,5.554115912846068,121.48483116821,apple
23.390481500089425,142.4443851848111,194.98263998246696,23.618087049440945,90.11221259668754,6.584207123068545,106.27658553945763,apple
44.48408222059371,121.64822053205577,195.3090475088943,22.738752724781857,91.7742275684354,5.501330091479717,120.76578731186927,apple
6.699853496668008,140.73872121346807,192.35610859544363,22.31332151498493,92.11980321885348,6.019002509302988,101.11395262519214,apple
2.722076434366627,137.02118421049727,196.10598905046578,23.24857863691479,94.95179810432182,5.557354387819781,105.39118289767224,apple
39.86369686831367,132.72045787459896,202.39510504229742,23.02574114707882,96.15271577331654,5.552542100973146,121.0661132093193,apple
19.422238641281634,139.64047056387838,199.60959116845618,23.43724930217406,94.56855994784112,5.972047669032432,122.11528596462205,apple
28.33231368951943,144.7488226480674,207.35700057605857,22.37111569088957,93.23642734991243,5.52436602187317,453.48826804827445,apple
20.516922927662673,138.62564308774296,197.78376802886734,23.395041345154983,89.8643733760453,6.55525778184754,119.80651067205264,apple
29.521601323796,136.5345487731922,191.9205293492914,21.055037674161674,93.22548178788745,6.437393370001164,117.39148364517544,apple
6.858084030098997,143.94840331878441,197.88354413153561,23.921473660263683,95.66018262242315,5.5063261326626565,117.7376082601572,apple
25.91691824138348,120.45835852305547,191.94304710000256,24.021979787019877,94.87061057792049,5.779836384486349,121.59986431979321,apple
22.517337229832574,130.45274365375835,201.40119046868784,22.443758179027327,93.54249201583798,5.512591349139698,117.5409697376012,apple
220.05692317756257,125.00839733562864,204.4007291386213,23.592637394701995,92.27664244399327,5.551419629857911,119.65588607730508,apple
31.974638439023664,146.3096522587475,203.35029909061996,22.15306075980992,89.62249560202602,5.496393976412568,125.79114135146357,apple
14.375361497581656,126.19165305748963,203.71371111831292,22.192750352528314,89.42819401041811,6.463022999103907,114.8345154036331,apple
26.230761285016072,141.74935953469088,198.8009985471516,22.30946679271464,92.83210193195812,5.48329366082944,95.13189055757367,apple
5.619637795073676,121.57703226726507,319.8882710869616,21.735118761032858,93.01616672120262,6.485937862168263,114.01365358144034,apple
18.438849159543985,125.03878637820145,202.62592642327098,22.30044663146148,91.202938188946,5.539618390258883,109.42199384443964,apple
26.747023091486472,143.7968506660619,197.34065684248142,23.10210429206197,94.6597906243713,5.432041142401209,453.48826804827445,apple
37.18461836342287,136.21786821973672,198.66508566041387,21.63718039212728,89.39845757192622,6.4680215156147085,115.02655403757417,apple
3.9929168570788165,142.83594485267622,204.4442594841519,21.380611886246236,93.81650778618888,5.473045088184855,105.1511038842604,apple
26.51001326969304,125.9508133827486,205.69907329159895,66.44933725762199,95.49418985804674,5.584681082791939,116.22158356959123,apple
39.29440003271829,141.64866247748515,193.85155149882505,22.545874042398815,95.37821079350124,6.136110902705523,119.09024964972006,apple
39.0977328775783,139.31624078977075,197.21153457890694,20.934698639839887,89.41209629199238,6.49416395926829,103.67962854994255,apple
20.49430109007936,128.71618420249962,200.29579620035108,23.9997731727577,93.10512964340904,6.476256673623718,120.09970910535158,apple
10.373064148574432,119.50208947221502,191.5615035331394,23.1609667731893,90.37664845190093,6.526820715857078,116.09117558919456,apple
7.155738160938241,126.9604132126781,193.94613838371006,21.466154950161364,94.89520790834479,6.502702837729147,113.58879943276904,apple
7.689988635449293,123.14375291362394,202.09780664038374,24.01617306319803,89.28916911698572,6.03649860334275,115.42162702803874,apple
35.842693185672616,141.41903725841144,202.9337523974485,21.24623951229948,91.76971309602833,5.43328726822473,126.15263991533192,apple
31.97412621013004,134.38251722051038,207.78343708341723,20.926091779268035,95.51307257982457,5.452970346783073,115.4902334309524,apple
35.29677004491044,140.04735540444707,195.2243714978724,23.503543355803963,91.64033100242227,5.635803196805465,100.94553260484187,apple
3.5506321190799754,124.8625976709721,207.65988799126131,22.17047657361229,91.31562315928758,6.577914804563959,119.51855236969868,apple
21.110475760243638,131.2928947741763,200.86885766731686,24.021173856104433,90.76604954644007,5.618015593423516,102.58790540030837,apple
17.800712492184026,128.73985213389545,203.1448909895938,23.996936457418666,94.76192867432046,6.419617365231545,113.48849964897985,apple
33.21612252421559,145.091994910257,202.40894974314796,21.10348180035058,91.57950157315885,5.46864792202755,112.46849395918368,apple
37.65139541479032,141.36844533997564,189.42285009051676,21.73806340479853,95.09229396314542,5.5236210886553785,111.21707168431041,apple
28.56981704872763,125.97320765099832,202.2391046866871,24.036426859481736,92.12477464925162,5.579838466839626,102.09523051931326,apple
27.19392566391331,120.25706471430208,204.00907547456848,20.649262523363273,94.42560470992764,6.481959877522123,110.26292722504249,apple
17.94357998184385,140.5269070340344,192.5468315440742,22.513970992293654,92.68374974546673,6.394308212592581,97.99417461346395,apple
14.78522962131891,134.8144232584403,198.38483829154032,22.486535822844523,94.34392339886287,6.428245844658716,114.56709620111957,apple
1.8810716432567616,130.57301202194466,200.25263220409653,23.99815775608952,93.17190535751435,6.080046343988206,122.09477719716975,apple
32.18557793813684,145.27265214172306,193.09173927346333,21.115351430971526,95.38610573193824,15.065426860116663,112.76982913321304,apple
23.08925888940953,119.48792931607943,197.5143864048508,23.010970259166474,93.70950691198959,6.445574455329401,103.66791543464782,apple
25.746131064044643,133.72478418319648,193.80034108217913,23.718781935749323,90.39406621623051,6.414915532498394,104.23437093868995,apple
32.61477883015767,129.1547916708018,198.88564869901396,23.016432892525895,93.3688432316191,5.479057649719924,103.75323872290465,apple
11.71408047178722,141.69782083648786,198.62045773677426,21.76622362253411,90.73258950678162,5.453647257696969,100.6492979743904,apple
26.499672485269528,137.12978975439685,207.84896905146348,21.607196060206682,92.33376457272561,6.323205342062872,110.37262806807871,apple
25.01317376173889,118.53843411089922,200.08978777634402,23.757892079460902,91.02806597478089,5.649416704027438,108.06058033211153,apple
3.738588564869589,144.36720163510378,194.90506644384945,23.838575631008563,94.38220638537803,6.485869038764442,120.55410786842569,apple
2.9381513525235077,222.76000802124548,198.45627911836561,23.535054051912525,94.90201870530053,5.9221514746676425,109.31677060665679,apple
28.855793283190422,143.04208447164245,203.25615860395337,23.9114643966736,91.062953164784,6.5562239484252345,110.38115592417688,apple
6.752073859734138,122.87215656017857,207.0166902198038,22.46938721419943,95.89743003607768,5.5948304936725375,120.90820528530485,apple
3.586064452635213,123.20837810140799,201.45072186990865,23.064040859810774,95.60252705476448,5.518937519167681,108.68585797383795,apple
32.68512266999938,127.10233822005367,194.7382393641921,21.771371848116924,95.52861545967873,6.351547195835064,112.48034700956507,apple
17.004521082605397,124.81534970351106,203.30044422364165,23.400718538585963,94.94611365541294,5.518803368171348,115.20920944409295,apple
40.823301687226326,148.38484557853235,198.3553924258363,24.186567637092917,94.46972830134372,6.551674777223847,109.25379488681158,apple
11.318561864194528,139.3940473403243,200.43585804243443,21.653427824859882,89.83445506537946,5.475513967219432,102.30245699205332,apple
28.935186168538603,118.9735757997402,195.76720958222856,23.839596574679508,93.81388807283281,5.502455925927099,124.6063672371063,apple
1.049797815743176,139.54179847098482,197.06019789480138,20.91246897464002,90.5671306597696,5.969554433551605,113.87447244116888,apple
-0.6428149495277666,128.45037369961295,206.28937117177904,22.2608993391895,94.46552859979082,5.51661859302168,113.838728889151,apple
3.8617821226312756,131.6342728530716,202.11734918080177,22.979625600830833,92.2761970829706,5.5043515396888445,118.89573124719954,apple
8.479862660833353,138.8535151611209,192.65840465322395,23.631857612936674,94.34930700750789,5.466457604023772,104.35613415539328,apple
30.768765135111483,145.66918361410538,198.26807388833538,22.90910644870092,93.51317088021602,5.561621682243224,117.19820074613318,apple
8.391435706216363,137.98861712795903,196.13640935807646,20.506043450365073,93.4958170387625,6.475520821171076,100.41737461931066,apple
35.41984658428305,139.2172674363677,194.90304074314827,23.504227889797342,90.27675813598762,6.447200997788515,112.8330934944901,apple
28.14900955087132,138.59401619185087,191.80875445609692,21.580884441822633,93.76850885592265,5.473049161288244,124.26320318720416,apple
33.505430806165386,140.37780612072137,203.22079854389844,21.611294847916312,90.12062200903807,6.475792500969371,120.75163173092234,apple
13.645369449830746,139.3930424967774,200.58090292929649,20.563245637062586,89.73239727094247,6.4553668871758285,119.30086431190628,apple
23.756050928535796,137.09478989448428,197.30043175760093,23.6893877917892,89.7154207063681,5.465019525416667,125.15727757623759,apple
11.435335987165738,118.1941837885475,192.38801938866084,23.730632744559834,90.17620940559428,5.49359132057531,453.48826804827445,apple
30.628355121272147,130.3505780328064,201.80459723977285,24.325795220172214,94.06828997053898,6.504966719591228,106.04805710081007,apple
26.123524393684356,137.57905483061185,202.76771551000994,24.419189527247628,92.57300892924523,5.499858132150255,105.17884715735144,apple
11.989632741418472,141.00199289213583,203.06092755651875,21.93336354975362,90.19699630310456,5.509371773057625,108.99097184112178,apple
34.182278162581916,145.50280072468004,197.1488349455954,21.167719443674706,91.7949087161418,6.088884638120567,122.5781711650242,apple
19.327812385232257,134.19743185874214,197.3642096751708,20.36890988438997,95.0319252137304,6.4376484430733525,103.84350818686231,apple
32.17829499695249,139.22509675230074,196.54975267254707,23.862298720879792,90.32092840235764,6.485000085636133,119.02816488645124,apple
27.064113194705396,136.56679286363826,200.19831137648728,20.68859663259116,92.40691867576683,5.557961893483212,121.26631263368706,apple
33.48174799623095,123.31176886646715,201.8329216707742,20.53181156253606,92.54427402849738,5.410993322910876,110.9518970087813,apple
32.14663136857866,135.15759072672043,199.3381887700101,23.80686868833369,97.33788580516917,6.551363733405681,103.3083655129774,apple
12.245620830327509,125.58557350414902,189.89615883677786,23.87464504778202,90.9407612297217,5.471448668209884,111.58333938624794,apple
9.229973218398753,148.50667201416366,196.4213747318746,23.775067995484335,94.12695830391375,5.595650158131539,118.50570807237403,apple
9.409553720115701,140.54374348362597,196.53473447145902,23.30041281016347,94.69224800335658,6.473444754826936,127.3953867000607,apple
32.90074911708727,124.10051860345207,205.3296759034312,23.929356339629976,91.74271899035882,5.537087538437059,110.89071500512492,apple
21.402311107649975,123.04565687339799,198.75162949201047,21.50315043920385,95.08536812032624,6.474656609842081,101.89339631197221,apple
1.7685740577250808,146.73546545189078,195.14733914193386,23.52497327409826,95.35902507460487,6.508308836468929,115.48157169407136,apple
35.54044541090018,128.89417837615662,201.75260416143968,23.08557232094424,92.10780570445068,5.6227991257430165,99.3894184157494,apple
1.2571716473388685,122.11441912472645,203.53393783228267,24.05086741180719,94.46181472153783,6.500575890251486,109.2657110515571,apple
4.57959680590988,118.80822491965827,204.6378800822873,22.19006620926089,95.10078711224705,6.4614386872412055,107.03154550660241,apple
35.86127889257959,119.15763361706504,198.39697496523874,23.072619242508676,90.6451223764972,6.4587952102853174,119.97487539479937,apple
41.26020245842313,119.81384184635327,197.81825136255574,23.807923577566157,93.1555958532606,6.3018024352571045,115.6130297840705,apple
28.755430641877613,125.67644739661642,204.20007775819155,22.377303031493508,91.99543673115024,6.158668956748448,99.13413321725022,apple
37.61893881863581,138.05384676810866,200.8906228311509,21.026189830795715,90.19293537739871,6.518992405857595,107.6855790233207,apple
-2.9529176391995517,126.90097418226662,207.47090255353095,24.57470285995762,91.10413822655099,6.510694774670576,126.21706883404529,apple
13.369453196147777,144.90412357960784,196.599563800484,20.60150949498319,88.3765613017244,6.0951816283871025,105.3951117215706,apple
9.909822760208051,142.22488232755364,204.171319131997,21.901615074192453,91.92557038870694,5.633100755349406,123.94145088183797,apple
23.36339269761858,121.35679525382191,194.1268558114175,21.417021350961832,92.10493606593843,5.490752235240497,119.96546936357039,apple
25.300521200256142,140.62369609598267,196.64929421295713,23.909269503556207,95.40936046341261,5.582283871178972,122.09527166700592,apple
20.077908813052787,125.17147618015677,200.63948633821335,20.81246171298829,90.26849521159838,6.513799651305817,100.07015166714899,apple
16.651177295558735,138.67363757373812,195.42168121000975,23.19653491051535,92.98601179213298,5.526867102871642,124.82300983313894,apple
4.539016052108917,126.01109052580401,197.8713088158709,23.349915913335497,92.45775170514476,5.499037020158548,113.29761567274302,apple
20.350998198010014,120.61397920178345,202.70883557002557,21.43168080519738,89.22100438065218,5.480653779700261,106.24709991920773,apple
37.11684298874992,136.81708432231468,202.75381945425679,22.970350157982764,95.64334183040495,5.539161983900806,121.10871901579733,apple
-1.0849898610684487,132.38315129279925,201.73223997957322,22.684170560458465,91.44328097495162,6.503044629965613,124.5092381524399,apple
1.8047675506018235,128.49196022543063,201.05372654515,22.50674102786721,91.94446801118725,6.519321198522636,124.07490031379457,apple
0.0681765048055403,146.2103966865021,205.24421120337243,21.27014202092505,89.41619188045462,5.5126321562231935,116.40307698417706,apple
24.559497064402493,138.99886203660918,192.42888881932151,22.217380359338733,92.96348405711939,5.58367694175436,119.45459188486134,apple
26.11560228540654,122.65235131194844,195.16426053302106,23.530350832172317,92.40841989772383,6.3136761267433315,119.79503784114615,apple
0.041378967412003864,132.53980259390664,202.65587002377552,23.2150298938402,91.63651307928306,5.56266620035449,106.14788474133897,apple
29.460022838694005,135.00211344549172,195.70527419486723,21.018111954530063,89.26453240758062,5.605437298186483,119.07207927094963,apple
39.59182716469247,136.04713894509675,201.5648380435557,20.96720842786622,95.84439800576156,6.461228173289791,112.63993601832986,apple
31.111843747038215,120.82300495316066,199.9001068333691,21.569970743299987,90.87883366687922,5.538285110007254,104.1320758860394,apple
22.105941970154475,144.54457585969368,194.9628244789379,22.685328461755294,89.81039688977455,6.518123824495282,112.14409386655932,apple
18.83949822179103,119.03421708494785,203.93642592351424,23.9696712278337,93.12208178631742,6.086862171558953,110.78707230210202,apple
0.04786532185059156,119.03960991702279,205.16299680573002,21.021308624423355,97.43549635415641,6.478281293025485,114.65831987674207,apple
4.6374105743445515,143.42254760792193,195.98578168144093,24.03538505346546,89.92770617854175,6.417991294917467,117.80465710036786,apple
18.925122616805623,122.7198172741635,204.33964548781384,21.00841773321698,91.63230234394184,6.47752110169735,114.33560592142904,apple
19.537511431818817,144.67112139276824,196.46661806749458,21.324173948006173,92.34095642789765,5.516355823051096,114.02232328606449,apple
19.871910466407705,141.91997894673833,195.67292921670972,21.83649612976565,90.81677172086333,5.528246060173946,115.31874610907427,apple
38.338439929949764,145.41071438244032,196.52777903976988,21.452868028953954,94.66661085031363,5.453086909797243,113.49496845152927,apple
12.539463694317083,123.73778666567863,197.53638976105498,22.406560668503644,90.0579531354807,6.107373377196332,116.76300097755242,apple
12.688186663058188,121.81441086408073,195.96548636476248,21.863616652821996,94.68691692563112,5.539519715356395,115.64176802400284,apple
39.871744494019005,146.45911010888784,195.56071908668812,23.987386991330137,90.98141145319464,5.536345646012067,109.1809762493248,apple
36.41593946545018,144.4190196844416,195.61598214693163,22.397925855498812,94.56083731901907,5.515212367049849,105.3223821305002,apple
38.42832408698712,141.40330399138327,195.555876340196,22.601216250481404,95.30104864289281,5.54595900766485,112.654306842854,apple
27.451722164176402,135.1258256350885,198.94277916424699,23.290545807473126,90.6039236853713,5.415230408082182,121.05364961321088,apple
9.752556704875708,120.29165717299614,199.54561546827128,22.018988168061927,93.106082272936,6.491201655179744,117.17539765453223,apple
19.262554108967965,141.28011914369145,194.70851680388066,23.25934739968342,91.60134963776957,5.511871833720135,118.11282090210716,apple
30.289617728729677,133.66149063925735,213.25884739130774,23.707305003515046,91.22884715222929,6.394992233648179,109.44838976983424,apple
-0.5097452576026675,140.157912626283,193.16507019985434,23.034177550600543,94.46197702995799,5.513374557045642,104.8556498351822,apple
19.032380771163567,137.7396318441605,199.97078366935347,24.22480266045307,92.7316062959463,5.545407881251689,110.89292117331881,apple
31.760446050915657,135.3667919386343,204.61578111597052,21.45533829527132,93.06463254735793,5.764097415810621,106.12409177291272,apple
29.15990744838914,121.44914352857944,188.99646669073095,23.70262475551027,95.58683064754575,6.434440743600256,116.6919485958581,apple
19.93708468396726,121.1830312013639,197.92148333781932,24.032538984754012,92.29042338178886,5.469811345045171,111.87192148331148,apple
8.212382439385088,146.26581304307737,194.99125333660237,23.900830223345125,95.25022138208043,6.541885872678412,118.71655944303498,apple
29.150595246969417,129.25989329869304,196.4528446020832,23.998960225139133,91.15230664864792,5.920211341680468,115.27093953826474,apple
32.35022760666377,137.6408411750223,204.532879463157,21.69400926214812,90.37579995290156,5.52398567838336,116.13779759796661,apple
29.35847677450668,120.11171768411592,197.2561986401928,21.316435802416844,92.93724774753309,6.549945958264207,121.05473545736136,apple
28.157656536459125,122.2375016736438,193.32836899461714,23.050087140934515,90.63312269005195,6.477754554854189,120.42298250712207,apple
16.6082761260074,135.78758476692963,196.24363881273885,24.217397102646753,90.43445532160821,5.558643166296506,101.67333993115287,apple
0.7340046863331844,127.67759629180713,202.96754492558972,23.426416101487632,93.90807499506953,5.571031114800189,125.40679684387823,apple
30.774695005185617,142.29622714383984,206.6631869536907,22.963627418621268,88.52106265322101,5.474492820279203,108.3496206088447,apple
25.417528207668795,131.65149134868517,198.75740380565685,20.930874567384514,91.48978518067405,5.560836142776075,101.33143542155236,apple
